origin_nid,destin_nid,traveler_id,departure_time,enter_station,exit_station
39,32,4462,24265,shilipu,dalianpo
40,36,4463,34157,tongzhou_beiguan,jintai_lu
35,41,4464,22022,huangqu,wuzi_xueyuan_lu
37,28,4465,35634,lucheng,beiyunhedong
30,39,4466,26419,caofang,shilipu
36,40,4467,25602,jintai_lu,tongzhou_beiguan
32,31,4468,30999,dalianpo,changying
29,41,4469,22298,beiyunhexi,wuzi_xueyuan_lu
41,35,4470,30199,wuzi_xueyuan_lu,huangqu
28,35,4471,22369,beiyunhedong,huangqu
33,38,4472,28292,dongxiayuan,qingnian_lu
34,28,4473,24866,haojiafu,beiyunhedong
28,29,4474,30063,beiyunhedong,beiyunhexi
35,34,4475,30104,huangqu,haojiafu
31,37,4476,30945,changying,lucheng
41,30,4477,24518,wuzi_xueyuan_lu,caofang
36,29,4478,33703,jintai_lu,beiyunhexi
38,39,4479,22328,qingnian_lu,shilipu
28,37,4480,32481,beiyunhedong,lucheng
31,30,4481,23921,changying,caofang
37,32,4482,33412,lucheng,dalianpo
38,34,4483,30931,qingnian_lu,haojiafu
33,28,4484,29637,dongxiayuan,beiyunhedong
39,35,4485,27091,shilipu,huangqu
41,32,4486,27228,wuzi_xueyuan_lu,dalianpo
36,35,4487,29411,jintai_lu,huangqu
39,28,4488,25262,shilipu,beiyunhedong
31,40,4489,23735,changying,tongzhou_beiguan
36,31,4490,22726,jintai_lu,changying
31,37,4491,30569,changying,lucheng
38,28,4492,29766,qingnian_lu,beiyunhedong
39,30,4493,31881,shilipu,caofang
35,37,4494,32568,huangqu,lucheng
36,41,4495,28863,jintai_lu,wuzi_xueyuan_lu
31,29,4496,34556,changying,beiyunhexi
36,28,4497,29790,jintai_lu,beiyunhedong
40,28,4498,25963,tongzhou_beiguan,beiyunhedong
36,31,4499,23779,jintai_lu,changying
29,33,4500,28180,beiyunhexi,dongxiayuan
30,31,4501,21731,caofang,changying
30,32,4502,32165,caofang,dalianpo
36,39,4503,28486,jintai_lu,shilipu
30,36,4504,30421,caofang,jintai_lu
34,28,4505,28098,haojiafu,beiyunhedong
30,37,4506,26820,caofang,lucheng
40,34,4507,24943,tongzhou_beiguan,haojiafu
40,41,4508,33399,tongzhou_beiguan,wuzi_xueyuan_lu
37,32,4509,23276,lucheng,dalianpo
41,31,4510,31284,wuzi_xueyuan_lu,changying
39,30,4511,28256,shilipu,caofang
36,37,4512,23939,jintai_lu,lucheng
38,30,4513,24900,qingnian_lu,caofang
28,37,4514,32448,beiyunhedong,lucheng
35,29,4515,27755,huangqu,beiyunhexi
33,31,4516,30356,dongxiayuan,changying
32,34,4517,35134,dalianpo,haojiafu
40,29,4518,33491,tongzhou_beiguan,beiyunhexi
40,35,4519,26670,tongzhou_beiguan,huangqu
41,38,4520,34695,wuzi_xueyuan_lu,qingnian_lu
41,34,4521,30630,wuzi_xueyuan_lu,haojiafu
28,38,4522,22085,beiyunhedong,qingnian_lu
40,34,4523,24346,tongzhou_beiguan,haojiafu
30,32,4524,23748,caofang,dalianpo
30,38,4525,29887,caofang,qingnian_lu
34,41,4526,29600,haojiafu,wuzi_xueyuan_lu
37,30,4527,28292,lucheng,caofang
38,36,4528,25253,qingnian_lu,jintai_lu
29,31,4529,33027,beiyunhexi,changying
38,32,4530,33474,qingnian_lu,dalianpo
37,30,4531,30554,lucheng,caofang
40,28,4532,25182,tongzhou_beiguan,beiyunhedong
30,39,4533,34207,caofang,shilipu
36,35,4534,35911,jintai_lu,huangqu
39,36,4535,24617,shilipu,jintai_lu
39,41,4536,24680,shilipu,wuzi_xueyuan_lu
31,35,4537,22776,changying,huangqu
28,38,4538,32537,beiyunhedong,qingnian_lu
38,41,4539,29777,qingnian_lu,wuzi_xueyuan_lu
41,35,4540,31273,wuzi_xueyuan_lu,huangqu
37,34,4541,27766,lucheng,haojiafu
39,31,4542,32982,shilipu,changying
41,37,4543,27124,wuzi_xueyuan_lu,lucheng
35,33,4544,31226,huangqu,dongxiayuan
37,38,4545,22037,lucheng,qingnian_lu
29,40,4546,29670,beiyunhexi,tongzhou_beiguan
37,40,4547,23902,lucheng,tongzhou_beiguan
28,36,4548,25727,beiyunhedong,jintai_lu
41,35,4549,27799,wuzi_xueyuan_lu,huangqu
38,37,4550,32399,qingnian_lu,lucheng
29,38,4551,34196,beiyunhexi,qingnian_lu
31,28,4552,22154,changying,beiyunhedong
40,35,4553,35823,tongzhou_beiguan,huangqu
36,31,4554,30454,jintai_lu,changying
28,29,4555,34848,beiyunhedong,beiyunhexi
28,38,4556,27397,beiyunhedong,qingnian_lu
36,33,4557,28462,jintai_lu,dongxiayuan
38,40,4558,30297,qingnian_lu,tongzhou_beiguan
38,39,4559,25994,qingnian_lu,shilipu
38,31,4560,21722,qingnian_lu,changying
40,39,4561,31680,tongzhou_beiguan,shilipu
34,38,4562,31074,haojiafu,qingnian_lu
40,31,4563,27646,tongzhou_beiguan,changying
35,30,4564,25530,huangqu,caofang
33,34,4565,35940,dongxiayuan,haojiafu
41,32,4566,23513,wuzi_xueyuan_lu,dalianpo
32,40,4567,33968,dalianpo,tongzhou_beiguan
30,32,4568,30714,caofang,dalianpo
31,38,4569,32502,changying,qingnian_lu
41,32,4570,33965,wuzi_xueyuan_lu,dalianpo
31,39,4571,29496,changying,shilipu
35,30,4572,25876,huangqu,caofang
34,31,4573,33028,haojiafu,changying
32,30,4574,27838,dalianpo,caofang
30,33,4575,22629,caofang,dongxiayuan
30,37,4576,24399,caofang,lucheng
33,40,4577,30082,dongxiayuan,tongzhou_beiguan
30,41,4578,28097,caofang,wuzi_xueyuan_lu
33,36,4579,29303,dongxiayuan,jintai_lu
40,38,4580,27821,tongzhou_beiguan,qingnian_lu
28,30,4581,21976,beiyunhedong,caofang
36,37,4582,33554,jintai_lu,lucheng
36,41,4583,25402,jintai_lu,wuzi_xueyuan_lu
40,37,4584,28726,tongzhou_beiguan,lucheng
39,40,4585,32848,shilipu,tongzhou_beiguan
31,40,4586,35538,changying,tongzhou_beiguan
33,35,4587,24941,dongxiayuan,huangqu
40,30,4588,29046,tongzhou_beiguan,caofang
28,37,4589,24582,beiyunhedong,lucheng
37,31,4590,22829,lucheng,changying
38,28,4591,33165,qingnian_lu,beiyunhedong
30,40,4592,31023,caofang,tongzhou_beiguan
31,38,4593,29625,changying,qingnian_lu
35,39,4594,33488,huangqu,shilipu
30,31,4595,28420,caofang,changying
40,34,4596,25728,tongzhou_beiguan,haojiafu
28,38,4597,28549,beiyunhedong,qingnian_lu
35,29,4598,29923,huangqu,beiyunhexi
41,28,4599,29488,wuzi_xueyuan_lu,beiyunhedong
34,38,4600,33232,haojiafu,qingnian_lu
34,28,4601,28677,haojiafu,beiyunhedong
34,33,4602,34067,haojiafu,dongxiayuan
39,35,4603,25791,shilipu,huangqu
36,34,4604,29526,jintai_lu,haojiafu
35,41,4605,21709,huangqu,wuzi_xueyuan_lu
37,29,4606,28957,lucheng,beiyunhexi
31,37,4607,24843,changying,lucheng
29,30,4608,32454,beiyunhexi,caofang
33,29,4609,33817,dongxiayuan,beiyunhexi
34,39,4610,21797,haojiafu,shilipu
32,29,4611,23842,dalianpo,beiyunhexi
31,33,4612,24525,changying,dongxiayuan
32,33,4613,23883,dalianpo,dongxiayuan
31,28,4614,29627,changying,beiyunhedong
32,41,4615,30610,dalianpo,wuzi_xueyuan_lu
28,34,4616,25020,beiyunhedong,haojiafu
37,39,4617,32532,lucheng,shilipu
40,41,4618,34012,tongzhou_beiguan,wuzi_xueyuan_lu
32,29,4619,32012,dalianpo,beiyunhexi
40,29,4620,31827,tongzhou_beiguan,beiyunhexi
32,39,4621,35325,dalianpo,shilipu
39,34,4622,24730,shilipu,haojiafu
29,39,4623,26326,beiyunhexi,shilipu
30,37,4624,31058,caofang,lucheng
34,39,4625,29530,haojiafu,shilipu
34,28,4626,26696,haojiafu,beiyunhedong
36,38,4627,35487,jintai_lu,qingnian_lu
40,31,4628,28569,tongzhou_beiguan,changying
32,40,4629,29094,dalianpo,tongzhou_beiguan
35,37,4630,35195,huangqu,lucheng
31,34,4631,34376,changying,haojiafu
30,41,4632,22662,caofang,wuzi_xueyuan_lu
37,35,4633,35721,lucheng,huangqu
31,29,4634,31578,changying,beiyunhexi
32,31,4635,33324,dalianpo,changying
41,34,4636,35091,wuzi_xueyuan_lu,haojiafu
36,32,4637,34244,jintai_lu,dalianpo
30,31,4638,28226,caofang,changying
34,41,4639,22992,haojiafu,wuzi_xueyuan_lu
40,29,4640,22830,tongzhou_beiguan,beiyunhexi
33,35,4641,27016,dongxiayuan,huangqu
39,35,4642,26446,shilipu,huangqu
29,36,4643,24269,beiyunhexi,jintai_lu
33,29,4644,22168,dongxiayuan,beiyunhexi
31,30,4645,27095,changying,caofang
40,33,4646,34704,tongzhou_beiguan,dongxiayuan
41,31,4647,22401,wuzi_xueyuan_lu,changying
38,35,4648,24952,qingnian_lu,huangqu
41,29,4649,27609,wuzi_xueyuan_lu,beiyunhexi
30,34,4650,23797,caofang,haojiafu
33,31,4651,32928,dongxiayuan,changying
34,29,4652,30827,haojiafu,beiyunhexi
34,31,4653,29058,haojiafu,changying
28,41,4654,28755,beiyunhedong,wuzi_xueyuan_lu
37,33,4655,35791,lucheng,dongxiayuan
32,35,4656,27511,dalianpo,huangqu
38,34,4657,31297,qingnian_lu,haojiafu
36,41,4658,30436,jintai_lu,wuzi_xueyuan_lu
36,30,4659,30558,jintai_lu,caofang
36,37,4660,30910,jintai_lu,lucheng
41,37,4661,22453,wuzi_xueyuan_lu,lucheng
37,28,4662,31777,lucheng,beiyunhedong
38,40,4663,26421,qingnian_lu,tongzhou_beiguan
35,38,4664,34459,huangqu,qingnian_lu
40,38,4665,29379,tongzhou_beiguan,qingnian_lu
40,37,4666,25935,tongzhou_beiguan,lucheng
31,39,4667,33254,changying,shilipu
41,35,4668,24116,wuzi_xueyuan_lu,huangqu
37,31,4669,29200,lucheng,changying
34,32,4670,29226,haojiafu,dalianpo
40,28,4671,30183,tongzhou_beiguan,beiyunhedong
33,30,4672,30661,dongxiayuan,caofang
36,31,4673,27433,jintai_lu,changying
41,38,4674,31734,wuzi_xueyuan_lu,qingnian_lu
29,28,4675,30059,beiyunhexi,beiyunhedong
31,37,4676,27737,changying,lucheng
39,32,4677,22409,shilipu,dalianpo
36,40,4678,22552,jintai_lu,tongzhou_beiguan
41,35,4679,35143,wuzi_xueyuan_lu,huangqu
41,31,4680,22690,wuzi_xueyuan_lu,changying
29,38,4681,34574,beiyunhexi,qingnian_lu
39,33,4682,27075,shilipu,dongxiayuan
34,40,4683,23993,haojiafu,tongzhou_beiguan
37,38,4684,28462,lucheng,qingnian_lu
29,39,4685,32901,beiyunhexi,shilipu
35,40,4686,25898,huangqu,tongzhou_beiguan
31,30,4687,33952,changying,caofang
31,33,4688,24525,changying,dongxiayuan
35,36,4689,28773,huangqu,jintai_lu
40,41,4690,27595,tongzhou_beiguan,wuzi_xueyuan_lu
38,32,4691,26491,qingnian_lu,dalianpo
31,29,4692,24272,changying,beiyunhexi
37,30,4693,35752,lucheng,caofang
39,40,4694,27030,shilipu,tongzhou_beiguan
40,39,4695,22188,tongzhou_beiguan,shilipu
30,29,4696,24923,caofang,beiyunhexi
35,28,4697,30844,huangqu,beiyunhedong
31,36,4698,28843,changying,jintai_lu
30,39,4699,26286,caofang,shilipu
32,39,4700,33899,dalianpo,shilipu
28,36,4701,27125,beiyunhedong,jintai_lu
28,38,4702,24173,beiyunhedong,qingnian_lu
40,36,4703,32887,tongzhou_beiguan,jintai_lu
31,38,4704,31326,changying,qingnian_lu
31,39,4705,28397,changying,shilipu
36,40,4706,23964,jintai_lu,tongzhou_beiguan
32,41,4707,23289,dalianpo,wuzi_xueyuan_lu
30,41,4708,24261,caofang,wuzi_xueyuan_lu
34,36,4709,35133,haojiafu,jintai_lu
36,33,4710,28951,jintai_lu,dongxiayuan
31,36,4711,26239,changying,jintai_lu
30,32,4712,24853,caofang,dalianpo
38,33,4713,28984,qingnian_lu,dongxiayuan
38,28,4714,22868,qingnian_lu,beiyunhedong
30,36,4715,23922,caofang,jintai_lu
37,29,4716,34357,lucheng,beiyunhexi
32,29,4717,32730,dalianpo,beiyunhexi
38,40,4718,24655,qingnian_lu,tongzhou_beiguan
33,31,4719,31741,dongxiayuan,changying
34,37,4720,25545,haojiafu,lucheng
38,40,4721,30921,qingnian_lu,tongzhou_beiguan
37,30,4722,35048,lucheng,caofang
32,33,4723,33176,dalianpo,dongxiayuan
28,38,4724,23586,beiyunhedong,qingnian_lu
41,29,4725,29938,wuzi_xueyuan_lu,beiyunhexi
30,32,4726,28573,caofang,dalianpo
32,31,4727,29934,dalianpo,changying
28,40,4728,21908,beiyunhedong,tongzhou_beiguan
36,41,4729,31915,jintai_lu,wuzi_xueyuan_lu
40,30,4730,31018,tongzhou_beiguan,caofang
32,33,4731,34390,dalianpo,dongxiayuan
34,35,4732,35013,haojiafu,huangqu
35,31,4733,32014,huangqu,changying
38,30,4734,25053,qingnian_lu,caofang
29,36,4735,21809,beiyunhexi,jintai_lu
38,30,4736,30211,qingnian_lu,caofang
31,32,4737,32414,changying,dalianpo
40,39,4738,29855,tongzhou_beiguan,shilipu
30,32,4739,33160,caofang,dalianpo
38,28,4740,33674,qingnian_lu,beiyunhedong
41,33,4741,34363,wuzi_xueyuan_lu,dongxiayuan
38,36,4742,28865,qingnian_lu,jintai_lu
28,35,4743,31083,beiyunhedong,huangqu
32,28,4744,22620,dalianpo,beiyunhedong
29,36,4745,33872,beiyunhexi,jintai_lu
36,38,4746,29902,jintai_lu,qingnian_lu
40,31,4747,23773,tongzhou_beiguan,changying
35,39,4748,33900,huangqu,shilipu
39,31,4749,32040,shilipu,changying
37,31,4750,34599,lucheng,changying
37,39,4751,27758,lucheng,shilipu
38,30,4752,35945,qingnian_lu,caofang
41,31,4753,31345,wuzi_xueyuan_lu,changying
35,38,4754,33714,huangqu,qingnian_lu
35,38,4755,34066,huangqu,qingnian_lu
31,38,4756,25402,changying,qingnian_lu
40,30,4757,23613,tongzhou_beiguan,caofang
37,39,4758,24265,lucheng,shilipu
28,41,4759,31316,beiyunhedong,wuzi_xueyuan_lu
41,34,4760,26580,wuzi_xueyuan_lu,haojiafu
28,37,4761,24751,beiyunhedong,lucheng
32,30,4762,34336,dalianpo,caofang
36,41,4763,32770,jintai_lu,wuzi_xueyuan_lu
29,31,4764,21700,beiyunhexi,changying
32,37,4765,33046,dalianpo,lucheng
40,32,4766,26545,tongzhou_beiguan,dalianpo
41,31,4767,29873,wuzi_xueyuan_lu,changying
33,32,4768,35209,dongxiayuan,dalianpo
33,32,4769,35744,dongxiayuan,dalianpo
36,29,4770,33849,jintai_lu,beiyunhexi
39,30,4771,35283,shilipu,caofang
33,28,4772,31693,dongxiayuan,beiyunhedong
32,29,4773,27444,dalianpo,beiyunhexi
41,30,4774,32374,wuzi_xueyuan_lu,caofang
33,39,4775,27497,dongxiayuan,shilipu
39,29,4776,32725,shilipu,beiyunhexi
40,30,4777,23378,tongzhou_beiguan,caofang
30,28,4778,29781,caofang,beiyunhedong
36,37,4779,22368,jintai_lu,lucheng
37,31,4780,26373,lucheng,changying
37,35,4781,30927,lucheng,huangqu
34,32,4782,31473,haojiafu,dalianpo
30,33,4783,22338,caofang,dongxiayuan
28,38,4784,31561,beiyunhedong,qingnian_lu
37,31,4785,32413,lucheng,changying
36,41,4786,23449,jintai_lu,wuzi_xueyuan_lu
29,38,4787,24972,beiyunhexi,qingnian_lu
29,31,4788,29797,beiyunhexi,changying
29,31,4789,30324,beiyunhexi,changying
31,34,4790,27795,changying,haojiafu
29,40,4791,25448,beiyunhexi,tongzhou_beiguan
30,29,4792,34764,caofang,beiyunhexi
28,30,4793,28906,beiyunhedong,caofang
35,31,4794,24507,huangqu,changying
37,30,4795,23277,lucheng,caofang
37,31,4796,34519,lucheng,changying
33,41,4797,25844,dongxiayuan,wuzi_xueyuan_lu
38,34,4798,22030,qingnian_lu,haojiafu
41,32,4799,28515,wuzi_xueyuan_lu,dalianpo
33,38,4800,34599,dongxiayuan,qingnian_lu
34,33,4801,31475,haojiafu,dongxiayuan
31,37,4802,25098,changying,lucheng
31,36,4803,21644,changying,jintai_lu
41,34,4804,29728,wuzi_xueyuan_lu,haojiafu
32,33,4805,34810,dalianpo,dongxiayuan
41,32,4806,24109,wuzi_xueyuan_lu,dalianpo
28,33,4807,26569,beiyunhedong,dongxiayuan
41,37,4808,31174,wuzi_xueyuan_lu,lucheng
31,40,4809,23061,changying,tongzhou_beiguan
38,34,4810,24518,qingnian_lu,haojiafu
31,40,4811,27619,changying,tongzhou_beiguan
41,34,4812,32174,wuzi_xueyuan_lu,haojiafu
29,31,4813,29685,beiyunhexi,changying
33,38,4814,33539,dongxiayuan,qingnian_lu
33,41,4815,22192,dongxiayuan,wuzi_xueyuan_lu
35,30,4816,34398,huangqu,caofang
34,36,4817,35339,haojiafu,jintai_lu
38,32,4818,25784,qingnian_lu,dalianpo
30,37,4819,32724,caofang,lucheng
35,36,4820,33702,huangqu,jintai_lu
32,34,4821,24003,dalianpo,haojiafu
38,36,4822,29452,qingnian_lu,jintai_lu
30,36,4823,32039,caofang,jintai_lu
38,30,4824,33919,qingnian_lu,caofang
34,37,4825,22788,haojiafu,lucheng
29,37,4826,31165,beiyunhexi,lucheng
38,31,4827,24931,qingnian_lu,changying
32,31,4828,23339,dalianpo,changying
39,40,4829,22003,shilipu,tongzhou_beiguan
31,34,4830,35842,changying,haojiafu
41,36,4831,26347,wuzi_xueyuan_lu,jintai_lu
38,41,4832,29939,qingnian_lu,wuzi_xueyuan_lu
33,28,4833,34177,dongxiayuan,beiyunhedong
34,30,4834,27609,haojiafu,caofang
29,30,4835,30097,beiyunhexi,caofang
41,30,4836,29409,wuzi_xueyuan_lu,caofang
35,40,4837,35360,huangqu,tongzhou_beiguan
39,32,4838,29518,shilipu,dalianpo
34,32,4839,24732,haojiafu,dalianpo
30,33,4840,32240,caofang,dongxiayuan
39,33,4841,26770,shilipu,dongxiayuan
40,41,4842,29757,tongzhou_beiguan,wuzi_xueyuan_lu
34,36,4843,21768,haojiafu,jintai_lu
36,32,4844,33655,jintai_lu,dalianpo
30,40,4845,24915,caofang,tongzhou_beiguan
36,31,4846,32706,jintai_lu,changying
28,31,4847,22989,beiyunhedong,changying
40,34,4848,26004,tongzhou_beiguan,haojiafu
38,37,4849,35029,qingnian_lu,lucheng
31,34,4850,27052,changying,haojiafu
33,34,4851,35731,dongxiayuan,haojiafu
37,30,4852,28861,lucheng,caofang
35,30,4853,25521,huangqu,caofang
39,32,4854,24938,shilipu,dalianpo
37,40,4855,28019,lucheng,tongzhou_beiguan
40,29,4856,34374,tongzhou_beiguan,beiyunhexi
37,35,4857,25494,lucheng,huangqu
41,31,4858,34270,wuzi_xueyuan_lu,changying
32,28,4859,29695,dalianpo,beiyunhedong
39,37,4860,34323,shilipu,lucheng
30,37,4861,28636,caofang,lucheng
41,29,4862,25947,wuzi_xueyuan_lu,beiyunhexi
39,33,4863,34148,shilipu,dongxiayuan
40,34,4864,31493,tongzhou_beiguan,haojiafu
33,32,4865,25223,dongxiayuan,dalianpo
29,41,4866,33896,beiyunhexi,wuzi_xueyuan_lu
28,34,4867,23332,beiyunhedong,haojiafu
38,36,4868,32176,qingnian_lu,jintai_lu
31,41,4869,35195,changying,wuzi_xueyuan_lu
32,36,4870,34968,dalianpo,jintai_lu
36,37,4871,23833,jintai_lu,lucheng
39,29,4872,34285,shilipu,beiyunhexi
31,40,4873,26101,changying,tongzhou_beiguan
38,34,4874,27728,qingnian_lu,haojiafu
31,37,4875,22958,changying,lucheng
33,29,4876,27960,dongxiayuan,beiyunhexi
32,33,4877,24066,dalianpo,dongxiayuan
36,41,4878,21989,jintai_lu,wuzi_xueyuan_lu
41,32,4879,23448,wuzi_xueyuan_lu,dalianpo
34,37,4880,29648,haojiafu,lucheng
36,38,4881,23794,jintai_lu,qingnian_lu
39,38,4882,27074,shilipu,qingnian_lu
38,33,4883,27557,qingnian_lu,dongxiayuan
41,38,4884,28600,wuzi_xueyuan_lu,qingnian_lu
41,39,4885,23308,wuzi_xueyuan_lu,shilipu
33,30,4886,33917,dongxiayuan,caofang
31,36,4887,32468,changying,jintai_lu
37,41,4888,29356,lucheng,wuzi_xueyuan_lu
28,38,4889,27841,beiyunhedong,qingnian_lu
32,37,4890,27863,dalianpo,lucheng
36,30,4891,24436,jintai_lu,caofang
34,32,4892,23287,haojiafu,dalianpo
38,36,4893,26974,qingnian_lu,jintai_lu
30,40,4894,24818,caofang,tongzhou_beiguan
29,38,4895,23659,beiyunhexi,qingnian_lu
32,33,4896,30146,dalianpo,dongxiayuan
33,29,4897,34353,dongxiayuan,beiyunhexi
32,29,4898,23195,dalianpo,beiyunhexi
30,31,4899,24882,caofang,changying
40,33,4900,25297,tongzhou_beiguan,dongxiayuan
29,28,4901,22768,beiyunhexi,beiyunhedong
29,32,4902,29691,beiyunhexi,dalianpo
33,41,4903,21770,dongxiayuan,wuzi_xueyuan_lu
34,29,4904,33628,haojiafu,beiyunhexi
33,32,4905,22271,dongxiayuan,dalianpo
29,31,4906,30118,beiyunhexi,changying
40,30,4907,27303,tongzhou_beiguan,caofang
32,31,4908,27383,dalianpo,changying
34,38,4909,25076,haojiafu,qingnian_lu
39,29,4910,24710,shilipu,beiyunhexi
32,30,4911,22960,dalianpo,caofang
28,38,4912,23744,beiyunhedong,qingnian_lu
31,37,4913,31955,changying,lucheng
34,40,4914,24797,haojiafu,tongzhou_beiguan
28,30,4915,26702,beiyunhedong,caofang
40,35,4916,33139,tongzhou_beiguan,huangqu
38,34,4917,25988,qingnian_lu,haojiafu
30,38,4918,27591,caofang,qingnian_lu
31,41,4919,32331,changying,wuzi_xueyuan_lu
32,36,4920,30565,dalianpo,jintai_lu
40,29,4921,27992,tongzhou_beiguan,beiyunhexi
38,34,4922,34300,qingnian_lu,haojiafu
33,38,4923,34474,dongxiayuan,qingnian_lu
35,33,4924,35477,huangqu,dongxiayuan
30,41,4925,21906,caofang,wuzi_xueyuan_lu
36,41,4926,23837,jintai_lu,wuzi_xueyuan_lu
33,35,4927,33658,dongxiayuan,huangqu
36,39,4928,21904,jintai_lu,shilipu
32,29,4929,22309,dalianpo,beiyunhexi
31,38,4930,29875,changying,qingnian_lu
28,39,4931,24832,beiyunhedong,shilipu
31,29,4932,27821,changying,beiyunhexi
32,35,4933,26458,dalianpo,huangqu
30,40,4934,33870,caofang,tongzhou_beiguan
28,33,4935,32157,beiyunhedong,dongxiayuan
41,37,4936,26364,wuzi_xueyuan_lu,lucheng
39,32,4937,33229,shilipu,dalianpo
33,29,4938,30714,dongxiayuan,beiyunhexi
29,32,4939,30856,beiyunhexi,dalianpo
36,40,4940,26731,jintai_lu,tongzhou_beiguan
32,38,4941,21921,dalianpo,qingnian_lu
36,28,4942,23624,jintai_lu,beiyunhedong
32,33,4943,26252,dalianpo,dongxiayuan
31,39,4944,31946,changying,shilipu
41,39,4945,32228,wuzi_xueyuan_lu,shilipu
30,29,4946,33786,caofang,beiyunhexi
33,41,4947,34587,dongxiayuan,wuzi_xueyuan_lu
30,41,4948,31925,caofang,wuzi_xueyuan_lu
38,35,4949,30607,qingnian_lu,huangqu
38,41,4950,21789,qingnian_lu,wuzi_xueyuan_lu
32,41,4951,33759,dalianpo,wuzi_xueyuan_lu
36,40,4952,22234,jintai_lu,tongzhou_beiguan
41,40,4953,32343,wuzi_xueyuan_lu,tongzhou_beiguan
31,37,4954,32272,changying,lucheng
34,30,4955,34968,haojiafu,caofang
38,29,4956,22124,qingnian_lu,beiyunhexi
31,39,4957,29363,changying,shilipu
39,36,4958,33283,shilipu,jintai_lu
35,31,4959,32488,huangqu,changying
39,40,4960,31791,shilipu,tongzhou_beiguan
35,30,4961,34881,huangqu,caofang
30,29,4962,33556,caofang,beiyunhexi
38,33,4963,30612,qingnian_lu,dongxiayuan
35,40,4964,33891,huangqu,tongzhou_beiguan
31,38,4965,34863,changying,qingnian_lu
28,39,4966,29990,beiyunhedong,shilipu
30,34,4967,28138,caofang,haojiafu
28,31,4968,33781,beiyunhedong,changying
38,33,4969,27987,qingnian_lu,dongxiayuan
36,39,4970,24376,jintai_lu,shilipu
39,36,4971,29705,shilipu,jintai_lu
40,41,4972,23781,tongzhou_beiguan,wuzi_xueyuan_lu
37,30,4973,22281,lucheng,caofang
28,40,4974,33132,beiyunhedong,tongzhou_beiguan
34,31,4975,32998,haojiafu,changying
28,36,4976,32849,beiyunhedong,jintai_lu
32,37,4977,24705,dalianpo,lucheng
31,30,4978,32257,changying,caofang
31,35,4979,29059,changying,huangqu
36,28,4980,26801,jintai_lu,beiyunhedong
33,37,4981,34706,dongxiayuan,lucheng
41,30,4982,34670,wuzi_xueyuan_lu,caofang
37,40,4983,30320,lucheng,tongzhou_beiguan
29,36,4984,24201,beiyunhexi,jintai_lu
32,35,4985,32456,dalianpo,huangqu
29,38,4986,24476,beiyunhexi,qingnian_lu
33,32,4987,27740,dongxiayuan,dalianpo
40,35,4988,22529,tongzhou_beiguan,huangqu
32,38,4989,33278,dalianpo,qingnian_lu
30,33,4990,31189,caofang,dongxiayuan
33,29,4991,22262,dongxiayuan,beiyunhexi
28,36,4992,26673,beiyunhedong,jintai_lu
37,38,4993,24549,lucheng,qingnian_lu
38,41,4994,23064,qingnian_lu,wuzi_xueyuan_lu
37,41,4995,27072,lucheng,wuzi_xueyuan_lu
29,39,4996,34620,beiyunhexi,shilipu
34,38,4997,28213,haojiafu,qingnian_lu
34,39,4998,32938,haojiafu,shilipu
28,36,4999,23332,beiyunhedong,jintai_lu
36,37,5000,24032,jintai_lu,lucheng
30,41,5001,26320,caofang,wuzi_xueyuan_lu
28,41,5002,26590,beiyunhedong,wuzi_xueyuan_lu
32,34,5003,25671,dalianpo,haojiafu
41,29,5004,30267,wuzi_xueyuan_lu,beiyunhexi
28,38,5005,26476,beiyunhedong,qingnian_lu
32,33,5006,23696,dalianpo,dongxiayuan
39,37,5007,23910,shilipu,lucheng
35,31,5008,28367,huangqu,changying
33,37,5009,32987,dongxiayuan,lucheng
35,41,5010,35014,huangqu,wuzi_xueyuan_lu
34,29,5011,23882,haojiafu,beiyunhexi
39,30,5012,34468,shilipu,caofang
34,38,5013,33584,haojiafu,qingnian_lu
29,34,5014,27239,beiyunhexi,haojiafu
40,35,5015,33459,tongzhou_beiguan,huangqu
28,35,5016,33576,beiyunhedong,huangqu
29,31,5017,35608,beiyunhexi,changying
33,38,5018,31393,dongxiayuan,qingnian_lu
40,36,5019,29554,tongzhou_beiguan,jintai_lu
38,40,5020,22070,qingnian_lu,tongzhou_beiguan
38,30,5021,28244,qingnian_lu,caofang
36,41,5022,29020,jintai_lu,wuzi_xueyuan_lu
29,38,5023,32320,beiyunhexi,qingnian_lu
33,32,5024,29808,dongxiayuan,dalianpo
31,38,5025,34527,changying,qingnian_lu
31,41,5026,22001,changying,wuzi_xueyuan_lu
36,32,5027,25072,jintai_lu,dalianpo
38,40,5028,33551,qingnian_lu,tongzhou_beiguan
30,33,5029,26260,caofang,dongxiayuan
34,37,5030,21989,haojiafu,lucheng
40,33,5031,34569,tongzhou_beiguan,dongxiayuan
32,29,5032,30539,dalianpo,beiyunhexi
39,35,5033,24528,shilipu,huangqu
33,40,5034,30058,dongxiayuan,tongzhou_beiguan
33,37,5035,30018,dongxiayuan,lucheng
39,30,5036,32967,shilipu,caofang
29,41,5037,27810,beiyunhexi,wuzi_xueyuan_lu
35,41,5038,33635,huangqu,wuzi_xueyuan_lu
34,39,5039,31093,haojiafu,shilipu
28,32,5040,31727,beiyunhedong,dalianpo
30,32,5041,23851,caofang,dalianpo
